API Number,Operator,Month,Day,Year,Well_Name,Field_Name,County,Shale_Formation/Member,Depth,Depth_Range_(feet),Second_Depth_Interval_(feet),Third_Depth_Interval_(feet),Initial_Potential_(MCFD),Water_(BWPD),ISIP,SITP/SICP,FTP/FCP,IP OIL/COND,API gravity,GOR,Comments,Lateral Length (ft),PI Newsletter Date,Latitude,Longitude
35-145-23330,WCT Operating,10,17,2011,28-1 McDonald,McCracken District,Wagoner,Woodford,930,0930-0951,,,35,85,,,,,,,,,11/18/2011,36.00352,-95.503635
35-121-24563,XTO Energy,10,19,2011,5-4H Holt,Reams NW,Pittsburg,Woodford,6486,6486,,,3363,548,,,1047,,,,"HORIZONTAL well; lateral 7,400-12,347 ft",4947,4/13/2012,35.013439,-95.944706
35-095-20558,XTO Energy,10,20,2011,1-9H Veronica,Cumberland,Marshall,Woodford,7520,7520,,,2473,195,,,,318,38,7776,"HORIZONTAL well; lateral 7,587-12,200 ft; IPF OIL 318 BPD; GOR 7,776; OIL GTY 38 API DEG",4613,5/11/2012; 5/18/2012; 5/29/2012,34.127908,-96.676562
35-011-23391,Continental Resources,10,20,2011,1-31H Ralston,Eagle City S,Blaine,Woodford,11625,11625,,,2454,2145,,,,160,52,15338,"HORIZONTAL well; lateral 12,404-15,762 ft; IPF COND 160 BPD; GOR 15,338; OIL GTY 52 API DEG",3358,5/18/2012,35.902459,-98.632029
35-039-22384,Devon Energy,10,23,2011,1-3H Bond,Fay SE,Custer,Woodford,12591,12591,,,1330,632,,,,13,,,"HORIZONTAL well; lateral 13,159-17,382 ft; IPF OIL 13 BPD; discovery-extension",4223,11/18/2011,35.798922,-98.677623
35-017-24282,Samson Resources,10,23,2011,1-8H George,Watonga-Chickasha Trend,Canadian,Woodford,11256,11256,,,1930,600,,,950,198,,9747,"OIL WELL; HORIZONTAL well; lateral 11,847-16,545 ft; IPF OIL 198 BPD; GOR 9,747",4698,2/10/2012,35.695375,-98.181746
35-015-23179,Devon Energy,10,24,2011,1-36H Mayorga,Lookeba E,Caddo,Woodford,14876,14876,,,1880,586,,,,,,,"HORIZONTAL well; lateral 15,049-19,394 ft",4345,5/4/2012; 11/13/2012,35.464888,-98.316171
35-121-24553,XTO Energy,10,25,2011,1-20H HR,Cabaniss NW,Pittsburg,Woodford,7039,7039,,,4268,1408,,,631,,,,"HORIZONTAL well; lateral 7,451-11,970 ft",4519,11/11/2011,34.971642,-96.057123
35-043-23226,Continental Resources,10,25,2011,1-34H Hatter,Crescent Lovell,Dewey,Woodford,11711,11711,,,3534,2207,,,,128,49,27609,"HORIZONTAL well; lateral 12,126-16,333 ft; IPF OIL 128 BPD; GOR 27,609; OIL GTY 49 API DEG; discovery-extension",4207,6/8/2012,35.899786,-98.679589
35-015-23175,Cimarex Energy,10,25,2011,1-19H Carnell,Libbie,Caddo,Woodford,16225,16225,,,1842,990,,,6465,,,,"HORIZONTAL well; lateral 16,555-21,145 ft",4590,7/20/2012,35.494049,-98.514614
35-017-24255,Devon Energy,10,27,2011,1-27H Eaton,Watonga-Chickasha Trend,Canadian,Woodford,12424,12424,,,2232,335,,,,35,,63771,"HORIZONTAL well; lateral 12,729-17,124 ft; IPF OIL 35 BPD; GOR 63,771",4395,12/9/2011,35.479875,-98.13939
35-121-24484,BP America Production Company,10,28,2011,2-13H Batts,Kiowa NW,Pittsburg,Woodford,11067,11067,,,1804,,,,250,,,,"HORIZONTAL well; lateral 11,514-13,701 ft; DRLG PROBLEMS",2187,12/2/2011,34.737545,-95.988093
35-029-21186,Jones Energy Limited,11,2,2011,3H-24 Bonnie,Centrahoma,Coal,Woodford,6910,6910,,,2223,90,,,412,30,50,74100,"HORIZONTAL well; lateral 7,795-11,470 ft; IPF COND 30 BPD; GOR 74,100; OIL GTY 50 API DEG",3675,6/1/2012,34.533669,-96.302878
35-029-21187,Jones Energy Limited,11,2,2011,4H-25 Battles,Coalgate,Coal,Woodford,6414,6414,,,2598,33,,,249,10,50,259800,"HORIZONTAL well; lateral 6,820-11,435 ft; IPF COND 10 BPD; GOR 259,800; OIL GTY 50 API DEG",4615,6/22/2012,34.538216,-96.314888
35-011-23392,Cimarex Energy,11,2,2011,1-22H Slagell,Hydro NE,Blaine,Woodford,15326,15326,,,749,1143,,,5975,,,,"HORIZONTAL well; lateral 15,558-20,093 ft",4535,7/20/2012,35.58153,-98.577879
35-029-21075,Jones Energy Limited,11,2,2011,2H-24 Bonnie,Centrahoma,Coal,Woodford,6890,6890,,,2078,330,,,293,25,50,83120,"HORIZONTAL well; lateral 7,210-11,801 ft; IPF COND 25 BPD; OIL GTY 50 API DEG; GOR 83,120; DISCOVERY-EXTENSION",4591,12/13/2012; 9/6/2013; 8/21/2014,34.533669,-96.305071
35-121-24558,Petroquest Energy,11,3,2011,1-21H Roger,Featherston,Pittsburg,Woodford,8263,8263,,,4589,550,,,180,,,,"HORIZONTAL well; lateral 8,596-13,551 ft",4955,12/9/2011,35.073678,-95.5244
35-017-24271,Devon Energy,11,5,2011,1-13H Lingo,Union City,Canadian,Woodford,11932,11932,,,2188,358,,,,105,,20838,"HORIZONTAL well; lateral 12,300-17,102 ft; IPF OIL 105 BPD; GOR 20,838",4802,2/3/2012,35.507059,-98.104178
35-011-23408,Continental Resources,11,5,2011,1-22H Evick,Watonga-Chickasha Trend,Blaine,Woodford,11882,11882,,,2345,1741,,,,189,51,12407,"OIL WELL; HORIZONTAL well; lateral 12,280-16,114 ft; IPF COND 189 BPD; GOR 12,407; OIL GTY 51 API DEG",3834,5/25/2012,35.755045,-98.34982
35-017-24287,Devon Energy,11,5,2011,1-34H Lindy,Concho N,Canadian,Woodford,10560,10560,,,940,345,,,,58,,16207,"HORIZONTAL well; lateral 10,820-15,303 ft; IPF OIL 58 BPD; GOR 16,207",4483,6/29/2012,35.639368,-98.046992
35-011-23394,Cimarex Energy,11,5,2011,1-35H Merrietta,Elm Grove,Blaine,Woodford,15463,15463,,,1347,975,,,6227,,,,"HORIZONTAL well; lateral 15,719-19,695 ft",3976,7/20/2012,35.552533,-98.560325
35-011-23369,Continental Resources,11,7,2011,1-33H Gary,Watonga-Chickasha Trend,Blaine,Woodford,10856,10856,,,1338,952,,,,93,48,14387,"OIL WELL; HORIZONTAL well; lateral 11,777-14,797 ft; IPF OIL 93 BPD; GOR 14,387; OIL GTY 48 API DEG",3020,6/8/2012,35.899655,-98.481926
35-011-23420,Devon Energy,11,7,2011,1-25H Cana,Watonga-Chickasha Trend,Blaine,Woodford,13550,13550,,,1354,610,,,,,,,"HORIZONTAL well; lateral 13,768-18,601 ft",4833,7/6/2012,35.562235,-98.326617
35-121-24571,Antero Resources,11,9,2011,30-1H Alliance,Reams SE,Pittsburg,Woodford,7924,7924,,,2085,74,,,347,,,,"HORIZONTAL well; lateral 8,169-12,313 ft",4144,2/10/2012,35.056889,-95.649453
35-117-23433,Mt Dora Energy,11,10,2011,1-17 Adkison,Maramec,Pawnee,Woodford,3452,3452-3458,,,16,550,,,,12,,1333,"OIL WELL; IPP OIL 12 BPD; GOR 1,333",,1/6/2012,36.211221,-96.690086
35-121-24570,Antero Resources,11,10,2011,30-2H Alliance,Reams SE,Pittsburg,Woodford,8195,8195,,,2732,32,,,273,,,,"HORIZONTAL well; lateral 8,227-12,539 ft",4312,2/10/2012,35.056889,-95.649453
35-121-24569,Antero Resources,11,10,2011,30-3H Alliance,Reams SE,Pittsburg,Woodford,8221,8221,,,3437,33,,,259,,,,"HORIZONTAL well; lateral 8,531-12,389 ft",3858,2/10/2012,35.056889,-95.649453
35-017-24259,Chesapeake Operating,11,12,2011,1-28H Condry,Watonga-Chickasha Trend,Canadian,Woodford,12443,12443,,,5340,1032,,,1940,173,62,30867,"HORIZONTAL well; lateral 12,852-17,783 ft; gross depth range; IPF COND 173 BPD; GOR 30,867; OIL GTY 62 API DEG",4931,12/30/2011,35.581139,-98.170581
35-121-24548,Antero Resources,11,12,2011,26-1H Wood,Reams NW,Pittsburg,Woodford,8363,8363,,,3041,160,,,366,,,,"HORIZONTAL well; lateral 8,563-13,354 ft",4791,2/3/2012,35.058794,-95.697893
35-019-25537,XTO Energy,11,12,2011,1-6H Stephen,unnamed,Carter,Woodford,14087,14087,,,1934,2395,,,3850,52,50,37192,"HORIZONTAL well; lateral 14,296-18,982 ft; IPF COND 52 BPD; GOR 37,192; OIL GTY 50 API DEG",4686,2/10/2012,34.242564,-97.037123
35-095-20564,XTO Energy,11,13,2011,1-13H Crosswhite,Madill,Marshall,Woodford,9565,9565,,,1083,917,,,500,171,38,6333,"OIL WELL; HORIZONTAL well; lateral 9,466-14,270 ft; IPF OIL 171 BPD; GOR 6,333; OIL GTY 38 API DEG",4804,1/27/2012,34.125324,-96.724713
35-015-23176,Devon Energy,11,14,2011,1-28H Krehbiel,Sickle S,Caddo,Woodford,16259,16259,,,1547,560,,,,,,,"HORIZONTAL well; lateral 16,619-20,892 ft",4273,2/3/2012,35.482386,-98.478364
35-017-24284,Newfield Exploration,11,14,2011,1H-14 Rock Island,Concho N,Canadian,Woodford,8831,8831,,,480,89,,,148,249,43,1928,"OIL WELL; HORIZONTAL well; lateral 9,101-13,751 ft; IPF OIL 249 BPD; GOR 1,928; OIL GTY 43 API DEG",4650,8/10/2012,35.683135,-97.922161
35-011-23401,Devon Energy,11,16,2011,1-9H McDonald,Squaw Creek,Blaine,Woodford,13158,13158,,,1075,620,,,,20,,53750,"HORIZONTAL well; lateral 13,529-17,812 ft; IPF OIL 20 BPD; GOR 53,750",4283,12/16/2011,35.697136,-98.480627
35-063-24363,BP America Production Company,11,18,2011,2-15H Shirley,Ashland N,Hughes,Woodford,8277,8277,,,2316,,,,1897,,,,"HORIZONTAL well; lateral 8,492-13,417 ft",4925,12/30/2011,34.826177,-96.134803
35-063-24360,BP America Production Company,11,18,2011,5-15H Shirley,Ashland N,Hughes,Woodford,8220,8220,,,2421,,,,1240,,,,"HORIZONTAL well; lateral 8,875-13,180 ft",4305,12/30/2011,34.826177,-96.134803
35-011-23418,Continental Resources,11,18,2011,1-19H Schulte,Watonga-Chickasha Trend,Blaine,Woodford,11618,11618,,,962,731,,,,216,51,4454,"OIL WELL; HORIZONTAL well; lateral 12,401-16,203 ft; IPF COND 216 BPD; GOR 4,454; OIL GTY 51 API DEG",3802,6/8/2012,35.75774,-98.309375
35-011-23407,Devon Energy,11,20,2011,1-12H Pierce,Watonga-Chickasha Trend,Blaine,Woodford,12037,12037,,,1137,1090,,,,68,,16721,"HORIZONTAL well; lateral 12,565-16,611 ft; IPF OIL 68 BPD; GOR 16,721",4046,1/27/2012,35.784207,-98.42935
35-017-24296,Devon Energy,11,20,2011,1-1H Mendle,Fort Reno,Canadian,Woodford,11762,11762,,,1652,300,,,,205,,8059,"OIL WELL; HORIZONTAL well; lateral 12,099-16,308 ft; IPF OIL 205 BPD; GOR 8,059",4209,1/27/2012,35.550474,-98.113154
35-029-21184,Newfield Exploration,11,20,2011,3H-16E McDonald,Tupelo NE,Coal,Woodford,5898,5898,,,2876,2326,,,244,12,38,239667,"HORIZONTAL well; lateral 6,723-16,699 ft; gross depth range; IPF OIL 12 BPD; GOR 239,667; OIL GTY 38 API DEG",9976,8/5/2016,34.649831,-96.364366
35-011-23396,Devon Energy,11,22,2011,1-16H Joann,Squaw Creek,Blaine,Woodford,13331,13331,,,990,600,,,,13,,76154,"HORIZONTAL well; lateral 13,585-18,128 ft; IPF OIL 13 BPD; GOR 76,154",4543,1/27/2012,35.680872,-98.480453
35-017-24275,Cimarex Energy,11,23,2011,1-18H Harding,Watonga-Chickasha Trend,Canadian,Woodford,14988,14988,,,4162,256,,,6068,,,,"HORIZONTAL well; lateral 15,283-19,441 ft",4158,5/18/2012,35.421219,-98.290487
35-073-24724,Marathon Oil,11,25,2011,1-14H Teague,Altona,Kingfisher,Woodford,9958,9958,,,823,262,,,,49,,16789,"HORIZONTAL well; lateral 10,210-14,340 ft; IPF OIL 49 BPD; GOR 16,789",4130,5/4/2012,35.769855,-98.121875
35-019-25571,XTO Energy,11,26,2011,1-22H Williams,Berwyn SW,Carter,Woodford,12380,12380,,,1421,2247,,,820,67,52,21209,"HORIZONTAL well; lateral 13,225-17,923 ft; IPF COND 67 BPD; GOR 21,209; OIL GTY 52 API DEG; discovery-extension",4698,12/16/2011,34.275276,-97.078598
35-121-24585,Petroquest Energy,11,26,2011,1-16H Steidley,Reams NW,Pittsburg,Woodford; Mayes,7535,7535,,,494,1007,,,200,,,,"Commingled; HORIZONTAL well; lateral Woodford 8,477-13,181 ft; Mayes/Woodford 9,161-9,448 ft",4704,2/24/2012,35.073303,-95.730948
35-011-23415,Devon Energy,11,27,2011,1-27H Lillie,Watonga-Chickasha Trend,Blaine,Woodford,11499,11499,,,1033,1002,,,,50,,20660,"HORIZONTAL well; lateral 11,878-16,264 ft; IPF OIL 50 BPD; GOR 20,660",4386,2/10/2012,35.827707,-98.464893
35-011-23422,Devon Energy,11,28,2011,1-7H Ingram,Fay SE,Blaine,Woodford,12315,12315,,,2168,786,,,,48,,45167,"HORIZONTAL well; lateral 12,748-17,125 ft; IPF OIL 48 BPD; GOR 45,167",4377,2/10/2012,35.783863,-98.511514
35-063-24361,BP America Production Company,11,29,2011,4-15H Shirley,Ashland N,Hughes,Woodford,8210,8210,,,2460,,,,1551,,,,"HORIZONTAL well; lateral 8,656-13,574 ft",4918,1/13/2012,34.826177,-96.134803
35-015-23167,Stephens Production,11,30,2011,1-28H Cozad,D&AW,Caddo,Woodford,3660,3660,,,,,,,,,,,"HORIZONTAL well; lateral 3,870-6,230 ft; D&AW",2360,1/13/2012,34.958425,-98.463398
35-121-24572,Petroquest Energy,11,30,2011,1-14H Kruger,Scipio NW,Pittsburg,Woodford,5390,5390,,,6685,1956,,,370,,,,"HORIZONTAL well; lateral 6,024-11,009 ft",4985,1/13/2012,35.071521,-96.019569
35-043-23198,Eagle Rock Mid-Continent Operating,11,30,2011,1-16H Stidham,Putnam,Dewey,Woodford,12867,12867,,,2850,853,,,1025,38,50,75000,"HORIZONTAL well; lateral 13,344-17,646 ft; gross depth range; IPF COND 38 BPD; GOR 75,000; OIL GTY 50 API DEG",4302,3/2/2012,35.957348,-98.905927
35-121-24575,Petroquest Energy,12,1,2011,1-15H Heflin,Scipio NW,Pittsburg,Woodford,5340,5340,,,6101,2211,,,345,,,,"HORIZONTAL well; lateral 5,673-10,659 ft",4986,1/27/2012,35.071521,-96.019569
35-051-23555,Marathon Oil,12,2,2011,1-27H Spies,Pikes Peak N,Grady,Woodford,14510,14510,,,1692,316,,,,51,,33187,"HORIZONTAL well; lateral 5,814-19,192 ft; IPF OIL 51 BPD; GOR 33,187",13378,5/11/2012,34.783966,-97.70463
35-121-24576,Continental Resources,12,2,2011,1-33H Ward,McAlester,Pittsburg,Woodford,10148,10148,,,4718,414,,,1275,,,,"HORIZONTAL well; lateral 10,707-13,592 ft",2885,8/31/2012,34.942812,-95.719857
35-121-24573,Petroquest Energy,12,6,2011,1-22H Bradstreet,Scipio NW,Pittsburg,Woodford; Mayes,5710,5710,,,2951,2006,,,290,,,,"HORIZONTAL well; commingled; lateral Woodford 5,726-10,466 ft; Mayes/Woodford 9,479-9,766 ft; gross depth range",4740,3/2/2012,35.071521,-96.019569
35-043-23222,Devon Energy,12,7,2011,1-6H Kellner,Oakwood SW,Dewey,Woodford,12052,12052,,,653,710,,,,18,,36277,"HORIZONTAL well; lateral 12,450-16,452 ft; IPF OIL 18 BPD; GOR 36,277",4002,7/6/2012,35.018773,-98.712949
35-063-24362,BP America Production Company,12,8,2011,3-15H Shirley,Ashland N,Hughes,Woodford,8371,8371,,,2378,,,,1127,,,,"HORIZONTAL well; lateral 8,821-13,659 ft",4838,2/6/2012,34.826177,-96.134803
35-011-23428,Devon Energy,12,8,2011,1-7H Equity,Watonga-Chickasha Trend,Blaine,Woodford,11988,11988,,,1123,672,,,,57,,19702,"HORIZONTAL well; lateral 12,339-16,704 ft; IPF OIL 57 BPD; GOR 19,702",4365,6/29/2012,35.786799,-98.406406
35-011-23406,Devon Energy,12,10,2011,1-1H Moseley,Watonga-Chickasha Trend,Blaine,Woodford,11845,11845,,,1425,851,,,,88,,16193,"HORIZONTAL well; lateral 12,144-17,020 ft; IPF OIL 88 BPD; GOR 16,193",4876,6/29/2012,35.796857,-98.420439
35-121-24586,Continental Resources,12,11,2011,1-5H Lindsey,McAlester E,Pittsburg,Woodford,11402,11402,,,3086,1042,,,,,,,"HORIZONTAL well; lateral 11,678-14,797 ft",3119,6/29/2012,34.941037,-95.636071
35-125-23726,West Star Operating,12,13,2011,1-11 Hog Creek,Wanette NW,Pottawatomie,Woodford,4821,4821-4884,,,,15,,,,98,,,OIL WELL; IPP OIL 98 BPD,,12/30/2011,35.002989,-97.059495
35-017-24290,Devon Energy,12,13,2011,1-25H Lemke,Watonga-Chickasha Trend,Canadian,Woodford,11951,11951,,,1823,245,,,,100,,18230,"HORIZONTAL well; lateral 12,029-16,636 ft; IPF OIL 100 BPD; GOR 18,230",4607,6/29/2012,35.579398,-98.11088
35-049-24863,Continental Resources,12,14,2011,1-30H Lyle,unnamed,Garvin,Woodford,14648,14648,,,7100,445,,,1420,325,62,21846,"HORIZONTAL well; lateral 15,022-18,691 ft; IPF COND 325 BPD; GOR 21,846; OIL GTY 62 API DEG; discovery-new field",3669,7/20/2012,34.696843,-97.654094
35-011-23411,Cimarex Energy,12,14,2011,1-1H Gepner,Watonga-Chickasha Trend,Blaine,Woodford,13190,13190,,,2786,295,,,,27,,103955,"HORIZONTAL well; lateral 13,396-18,365 ft; IPF OIL 27 BPD; GOR 103,955",4969,7/20/2012,35.622961,-98.329981
35-011-23432,Samson Resources,12,15,2011,1-10H Big Al,Watonga-Chickasha Trend,Blaine,Woodford,10894,10894,,,1811,1008,,,1408,133,,14068,"OIL WELL; HORIZONTAL well; lateral 11,230-15,930 ft; IPF OIL 133 BPD; GOR 14,068",4700,1/27/2012,35.78236,-98.250516
35-017-24293,Marathon Oil,12,15,2011,1-33H Hays Ranch,Watonga-Chickasha Trend,Canadian,Woodford,12818,12818,,,2654,350,,,,8,,331750,"HORIZONTAL well; lateral 13,106-15,945 ft; IPF OIL 8 BPD; GOR 331,750",2839,3/2/2012,35.465391,-98.150454
35-121-24582,Petroquest Energy,12,15,2011,1-15H Stenner,Quinton District,Pittsburg,Woodford,7982,7982,,,3857,1664,,,230,,,,"HORIZONTAL well; lateral 8,488-13,399 ft",4911,3/23/2012,35.075485,-95.493424
35-011-23384,Newfield Exploration,12,15,2011,1H-36 Lookabaugh,Watonga-Chickasha Trend,Blaine,Woodford,11968,11968,,,1399,498,,,310,87,48,16080,"HORIZONTAL well; lateral 12,302-16,767 ft; IPF OIL 87 BPD; GOR 16,080; OIL GTY 48 API DEG",4465,8/10/2012,35.725983,-98.327648
35-121-24583,Petroquest Energy,12,17,2011,1-14H Wilson,Quinton District,Pittsburg,Woodford,7921,7921,,,4217,1699,,,,,,,"HORIZONTAL well; lateral 8,601-13,483 ft; OWWO re-entered commingled with Mayes 8,570-8,600 ft",4882,5/18/2012,35.075485,-95.491216
35-019-25503,XTO Energy,12,19,2011,1-33H Zip,Baum N,Carter,Woodford,12442,12442,,,663,1345,,,2525,73,,9082,"OIL WELL; HORIZONTAL well; lateral 13,492-18,230 ft; IPF OIL 73 BPD; GOR 9,082; discovery-extension",4738,1/27/2012,34.24435,-97.002105
35-019-25528,XTO Energy,12,19,2011,2-33H Zip,Baum N,Carter,Woodford,12414,12414,,,695,1314,,,2650,96,,7239,"OIL WELL; HORIZONTAL well; lateral 13,488-18,250 ft; IPF OIL 96 BPD; GOR 7,239",4762,1/27/2012,34.24435,-97.002105
35-019-25551,XTO Energy,12,19,2011,3-33H Zip,Baum N,Carter,Woodford,12195,12195,,,702,1057,,,2600,80,,8775,"OIL WELL; HORIZONTAL well; lateral 13,578-18,488 ft; IPF OIL 80 BPD; GOR 8,775; discovery-extension",4910,1/27/2012,34.24435,-97.002105
35-011-23373,Marathon Oil,12,19,2011,1-5H Maddux BIA,Watonga-Chickasha Trend,Blaine,Woodford,11083,11083,,,1009,294,,,749,27,,37370,"HORIZONTAL well; lateral 11,667-14,908 ft; IPF OIL 27 BPD; GOR 37,370",3241,2/24/2012,35.885642,-98.495974
35-015-23173,Cimarex Energy,12,19,2011,1-10H Liebscher,Hydro,Caddo,Woodford,16126,16126,,,3423,690,,,,,,,"HORIZONTAL well; lateral 16,418-20,803 ft",4385,7/20/2012,35.523376,-98.569858
35-017-24278,Devon Energy,12,20,2011,3-35H Miller,Watonga-Chickasha Trend,Canadian,Woodford,12152,12152,,,1896,616,,,,207,,9159,"OIL WELL; HORIZONTAL well; lateral 12,299-17,001 ft; IPF OIL 207 BPD; GOR 9,159",4702,3/16/2012,35.550456,-98.124107
35-083-23962,Devon Energy,12,20,2011,1-33H Johnson,Mulhall,Logan,Woodford,5460,5460,,,242,58,,,,285,,849,"OIL WELL; HORIZONTAL well; lateral 5,849-10,126 ft; IPP OIL 285 BPD; GOR 849",4277,8/17/2012,36.073193,-97.410818
35-017-24295,QEP Energy,12,21,2011,1-35H Evans,Watonga-Chickasha Trend,Canadian,Woodford,11796,11796,,,2335,886,,,1201,111,54,21074,"HORIZONTAL well; lateral 11,452-16,259 ft; IPF COND 111 BPD; GOR 21,074; OIL GTY 54 API DEG",4807,1/27/2012,35.651978,-98.133158
35-095-20569,XTO Energy,12,21,2011,1-31H Johnson,Cumberland,Marshall,Woodford,5297,5297,,,1765,927,,,450,268,36,6585,"OIL WELL; HORIZONTAL well; lateral 5,900-10,450 ft; IPF OIL 268 BPD; GOR 6,585; OIL GTY 36 API DEG",4550,1/27/2012,34.082497,-96.617598
35-011-23410,Devon Energy,12,21,2011,1-35H Brewer,Watonga S,Blaine,Woodford,11663,11663,,,1169,820,,,,45,,25977,"HORIZONTAL well; lateral 12,099-16,772 ft; IPF OIL 45 BPD; GOR 25,977",4673,2/17/2012,35.8131,-98.4471
35-017-24288,Devon Energy,12,21,2011,5-35H Miller,Calumet,Canadian,Woodford,12143,12143,,,1884,473,,,,212,,8887,"OIL WELL; HORIZONTAL well; lateral 12,230-16,948 ft; IPF OIL 212 BPD; GOR 8,887",4718,2/24/2012,35.550456,-98.119665
35-017-24281,Devon Energy,12,21,2011,1-35H Miller,Watonga-Chickasha Trend,Canadian,Woodford,11928,11928,,,2641,418,,,,205,,12883,"OIL WELL; HORIZONTAL well; lateral 12,197-17,057 ft; IPF OIL 205 BPD; GOR 12,883",4860,2/24/2012,35.55218,-98.126512
35-017-24283,Devon Energy,12,21,2011,4-35H Miller,Watonga-Chickasha Trend,Canadian,Woodford,12151,12151,,,2054,348,,,,178,,11539,"OIL WELL; HORIZONTAL well; lateral 12,159-16,976 ft; IPF OIL 178 BPD; GOR 11,539",4817,6/29/2012,35.550456,-98.121886
35-121-24580,Petroquest Energy,12,22,2011,1-23H Pamela,Quinton District,Pittsburg,Woodford,8038,8038,,,4408,1835,,,405,,,,"HORIZONTAL well; lateral 8,443-13,439 ft",4996,7/6/2012,35.075485,-95.491216
35-017-24277,Devon Energy,12,24,2011,2-35H Miller,Watonga-Chickasha Trend,Canadian,Woodford,11933,11933,,,2345,506,,,,203,,11552,"OIL WELL; HORIZONTAL well; lateral 12,149-17,025 ft; IPF OIL 203 BPD; GOR 11,552",4876,7/6/2012,35.550456,-98.124107
35-011-23423,Cimarex Energy,12,24,2011,1-31H Sandplum,unnamed,Blaine,Woodford,14819,14819,,,994,1060,,,4903,,,,"HORIZONTAL well; lateral 15,064-19,550 ft; discovery-new field",4486,7/20/2012,35.639549,-98.621324
35-043-23162,Continental Resources,12,25,2011,1-24H Big Baby,Nobscot,Dewey,Woodford,12685,12685,,,3872,1053,,,,68,54,56941,"HORIZONTAL well; lateral 13,263-17,067 ft; IPF COND 68 BPD; GOR 56,941; OIL GTY 54 API DEG",3804,6/1/2012,35.844354,-98.751785
35-011-23429,Newfield Exploration,12,25,2011,1H-34 Fry,Omega S,Blaine,Woodford,10589,10589,,,755,261,,,363,117,45,6453,"OIL WELL; HORIZONTAL well; lateral 11,002-15,224 ft; IPF OIL 117 BPD; GOR 6,453; OIL GTY 45 API DEG",4222,9/7/2012,35.812906,-98.257088
35-011-23379,Continental Resources,12,26,2011,1-15H Neal,Squaw Creek,Blaine,Woodford,13940,13940,,,4685,662,,,,,,,"HORIZONTAL well; lateral 14,406-18,601 ft",4195,4/20/2012,35.695391,-98.562191
35-121-24579,Petroquest Energy,12,26,2011,1-22H Lindsi,Quinton District,Pittsburg,Woodford,8069,8069,,,7769,1568,,,490,,,,"HORIZONTAL well; lateral 8,441-13,452 ft",5011,7/6/2012,35.075485,-95.493424
35-011-23421,Devon Energy,12,26,2011,1-2H Geary,Watonga-Chickasha Trend,Blaine,Woodford,13288,13288,,,3517,591,,,,,,,"HORIZONTAL well; lateral 13,571-17,867 ft",4296,7/6/2012,35.624798,-98.347762
35-095-20565,Chesapeake Operating,12,27,2011,2H Johnson 31-5-7,Cumberland,Marshall,Woodford,5514,5514,,,787,202,,,,110,36,7155,"OIL WELL; HORIZONTAL well; lateral 5,850-10,452 ft; gross depth range; IPG OIL 110 BPD; GOR 7,155; OIL GTY 36 API DEG",4602,3/2/2012,34.075269,-96.617597
35-011-23430,Devon Energy,12,27,2011,1-3H Geary,Watonga-Chickasha Trend,Blaine,Woodford,13305,13305,,,1598,252,,,,,,,"HORIZONTAL well; lateral 13,789-18,375 ft",4586,7/6/2012,35.624798,-98.347762
35-019-25553,XTO Energy,12,27,2011,1-33H Sammie,Baum N,Carter,Woodford,11983,11983,,,680,1040,,,2600,121,55,5620,"OIL WELL; HORIZONTAL well; lateral 13,361-17,955 ft; IPF COND 121 BPD; GOR 5,620; OIL GTY 55 API DEG; discovery-extension",4594,9/14/2012,34.246283,-96.993362
35-121-24611,Petroquest Energy,12,28,2011,2-14H Sammye,Quinton District,Pittsburg,Woodford,7866,7866,,,4874,591,,,160,,,,"HORIZONTAL well; lateral 8,612-13,566 ft",4954,6/8/2012,35.071516,-95.581092
35-011-23426,Devon Energy,12,28,2011,1-11H Cearley,Elm Grove,Blaine,Woodford,14257,14257,,,3714,812,,,,,,,"HORIZONTAL well; lateral 14,798-19,275 ft",4477,7/6/2012,35.613016,-98.450439
35-011-23380,Cimarex Energy,12,30,2011,1-14H MAIB,Watonga-Chickasha Trend,Blaine,Woodford,12478,12478,,,1545,203,,,,40,59,38625,"HORIZONTAL well; lateral 12,676-17,144 ft; IPF COND 40 BPD; GOR 38,625; OIL GTY 59 API DEG",4468,10/12/2012,35.682664,-98.332171
35-019-25533,XTO Energy,12,31,2011,1-4H Gant,Baum N,Carter,Woodford,13381,13381,,,2164,634,,,4100,99,60,21858,"HORIZONTAL well; lateral 13,808-18,542 ft; IPF COND 99 BPD; GOR 21,858; OIL GTY 60 API DEG",4734,2/24/2012,34.2317,-96.999919
35-011-23427,Continental Resources,1,1,2012,1-13H Tanner,Geary N,Blaine,Woodford,11610,11610,,,511,430,,,,147,48,3476,"OIL WELL; HORIZONTAL well; lateral 12,172-16,141 ft; IPF OIL 147 BPD; GOR 3,476; OIL GTY 48 API DEG",3969,5/25/2012,35.769489,-98.329842
35-017-24299,Devon Energy,1,1,2012,1-13H Stover,Calumet E,Canadian,Woodford,11604,11604,,,2534,620,,,,225,,11262,"OIL WELL; HORIZONTAL well; lateral 11,944-16,416 ft; IPF OIL 225 BPD; GOR 11,262",4472,7/6/2012,35.598438,-98.105355
